nombre,organismo,tipo,estado,descripcion,monto_min,monto_max,moneda,fecha_apertura,fecha_cierre,url,region,score_hak,internacional,created_at
[COLABORACIÓN] UNDRR — UN Office for Disaster Risk Reduction,Naciones Unidas - UNDRR,mixto,proximo,"[COLABORACIÓN MULTILATERAL] UNDRR otorga grants SOLO a ONGs (no organismos públicos directos). SERNAGEOMIN puede acceder indirectamente como socio técnico de una ONG chilena en proyectos de Reducción del Riesgo de Desastres. VÍA DE ACCESO: alianza con ONG chilena (ej. Fundaciones Red Cruz, RedHum, o CIGIDEN) que postule con SERNAGEOMIN como implementador técnico.",20000.0,500000.0,USD,,,https://www.google.com/search?q=%22%5BCOLABORACI%C3%93N%5D%20UNDRR%20%E2%80%94%20UN%20Office%20for%20Disaster%20Risk%20Reduction%22%20Naciones%20Unidas%20-%20UNDRR%20postulaci%C3%B3n%202026,Nacional,26,1,2026-04-22 04:53:17
Fondo de Fortalecimiento de Organizaciones de Interés Público (FFOIP),Ministerio Secretaría General de Gobierno,comunitario,proximo,"Para fundaciones y ONGs. Fortalecimiento institucional, formación, proyectos sociales.",1500000.0,15000000.0,CLP,,,https://www.fondodefortalecimiento.gob.cl/,,26,0,2026-05-11 18:03:41
Canada Fund for Local Initiatives (CFLI) — Chile,Embajada Canadá,comunitario,proximo,"Pueblos indígenas, género, DDHH. HAK proyecto educación intercultural mapuche encaja perfecto.",10000000.0,80000000.0,CLP,,,https://www.international.gc.ca/world-monde/funding-financement/cfli-fcil/index.aspx?lang=eng,,26,1,2026-05-11 18:03:41
Microproyectos Embajada Alemania (Kleinstprojekte),Embajada Alemania,comunitario,proximo,Microproyectos hasta EUR 25K. Resultados verificables alineados ODS. Ejecución en mismo año.,5000000.0,25000000.0,CLP,,,https://santiago.diplo.de/cl-es,,26,1,2026-05-11 18:03:41
Japón GGP — Grant Assistance Grassroots,Embajada Japón,comunitario,abierto,Equipamiento e infraestructura. Útil para sala capacitación o jardín infantil.,30000000.0,75000000.0,CLP,,,https://www.cl.emb-japan.go.jp/itpr_es/cooperacion_apc.html,,26,1,2026-05-11 18:03:41
Fondo Mixto Chile-España,AGCID + AECID,mixto,proximo,"Cooperación triangular en LATAM. Innovación educativa post-pandemia, infancia.",30000000.0,100000000.0,CLP,,,https://www.agcid.gob.cl/index.php/fondo-chile-espana,,26,1,2026-05-11 18:03:41
Inter-American Foundation (IAF),Inter-American Foundation (USA),comunitario,abierto,"Grants 1-4 años para ONG locales LATAM. Educación, inclusión social. Aplicación ROLLING.",25000000.0,380000000.0,CLP,,,https://www.google.com/search?q=%22Inter-American%20Foundation%20%28IAF%29%22%20Inter-American%20Foundation%20%28USA%29%20postulaci%C3%B3n%202026,,26,1,2026-05-11 18:03:41
Fundación SM — Proyectos Educativos,Fundación SM (España),comunitario,abierto,"Investigación, formación docente, intervención en contextos vulnerables. Tienen oficina Chile.",10000000.0,80000000.0,CLP,,,https://cl.fundacion-sm.org/,,26,1,2026-05-11 18:03:41
Fundación Botín — Educación Responsable,Fundación Botín (España),comunitario,abierto,Red 700+ centros LATAM. Programa educación socioemocional escolar.,0.0,0.0,EUR,,,https://fundacionbotin.org/programas/educacion/,,26,1,2026-05-11 18:03:41
Fundación Mustakis — Fondos Innovación Educativa,Fundación Mustakis,comunitario,proximo,Sede en Temuco. Fondos para innovación educativa STEM y arte.,2000000.0,20000000.0,CLP,,,https://www.google.com/search?q=%22Fundaci%C3%B3n%20Mustakis%20%E2%80%94%20Fondos%20Innovaci%C3%B3n%20Educativa%22%20Fundaci%C3%B3n%20Mustakis%20postulaci%C3%B3n%202026,La Araucanía,26,0,2026-05-11 18:03:41
Fondo Social CMPC,Fundación CMPC,comunitario,proximo,Fondo regional para Maule a Los Lagos (incluye Araucanía). Cierre típico sep-oct.,500000.0,1200000.0,CLP,,,https://www.fundacioncmpc.cl/,La Araucanía,26,0,2026-05-11 18:03:41
Fundación Colunga — Transforma Colunga Huneeus,Fundación Colunga,comunitario,proximo,"8 proyectos x ~$80M CLP. Pobreza infantil, educación, innovación social. CORE HAK.",60000000.0,80000000.0,CLP,,,https://www.fundacioncolunga.org/,,26,0,2026-05-11 18:03:41
Fundación 99 — Educación Rural,Fundación 99,comunitario,abierto,"Innovación educativa rural, habilidades S.XXI. Aparece en perfil HAK como aliado/competidor.",0.0,0.0,CLP,,,https://fundacion99.org/,,26,0,2026-05-11 18:03:41
Fundación Luksic — Aspiraciones (Liceos TP),Fundación Luksic,comunitario,abierto,Programa para liceos técnico-profesionales. HAK puede asociarse para Araucanía (ya tienen Liceo Industrial Angol).,0.0,0.0,CLP,,,https://fundacionluksic.cl/,La Araucanía,26,0,2026-05-11 18:03:41
Fundación Caserta — Educación Integral Docentes,Fundación Caserta,comunitario,abierto,Proyectos sostenibilidad educacional. Potencial socio.,0.0,0.0,CLP,,,https://caserta.cl/proyectos/,,26,0,2026-05-11 18:03:41
Fondo Social Presidente de la República,SEGPRES / Intendencias,comunitario,abierto,"Fondos para organizaciones comunitarias. Proyectos sociales, culturales, deportivos.",500000.0,15000000.0,CLP,,,https://www.google.com/search?q=%22Fondo%20Social%20Presidente%20de%20la%20Rep%C3%BAblica%22%20SEGPRES%20/%20Intendencias%20postulaci%C3%B3n%202026,,20,0,2026-04-12 15:39:55
UNESCO — Programa de Participación,UNESCO,cultural,proximo,"Financiamiento para proyectos culturales, educativos y científicos. Accesible para organizaciones en países miembros.",10000.0,50000.0,USD,,,https://www.unesco.org/en/participation-programme,,20,1,2026-04-12 15:39:55
"ABIERTO Nacional Ministerio de las Culturas, las Artes y el Patrimonio PROGRAMA DE MEJORAMIENTO INTEGRAL DE BIBLIOTECAS PÚBLICAS (PMI) Beneficiarios/as: Organizaciones Fechas: Inicio: 09-03-2026 | Fin",ABIERTONacional,cultural,abierto,,2026.0,2026.0,CLP,09-03-2026,12-04-2026,https://www.fondos.gob.cl,,20,0,2026-04-12 16:02:09
Medio Ambiente,Medio Ambiente49 fondosVer fondos,mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/medio%20ambiente/,,20,0,2026-04-12 16:02:09
Arte y cultura,Arte y cultura136 fondosVer fondos,cultural,desconocido,,136.0,136.0,CLP,,,https://www.fondos.gob.cl/searchernew/arte%20y%20cultura/,,20,0,2026-04-12 16:02:09
"Ciudad, vivienda e Infraestructura","Ciudad, vivienda e Infraestructura2 fondosVer fondos",mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/ciudad%2c%20vivienda%20e%20infraestructura/,,20,0,2026-04-12 16:02:09
Ciencia y tecnología,Ciencia y tecnología23 fondosVer fondos,mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/ciencia%20y%20tecnolog%c3%ada/,,20,0,2026-04-12 16:02:09
Comunicación y difusión,Comunicación y difusión3 fondosVer fondos,mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/comunicaci%c3%b3n%20y%20difusi%c3%b3n/,,20,0,2026-04-12 16:02:09
Emprendimiento e Innovación,Emprendimiento e Innovación50 fondosVer fondos,mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/emprendimiento%20e%20innovaci%c3%b3n/,,20,0,2026-04-12 16:02:09
FONDART Regional Araucanía — Creación Artística,"Ministerio de las Culturas, Artes y el Patrimonio",cultural,desconocido,"Apoyo a la creación y producción artística regional. Líneas: creación, formación, circulación, residencias.",2000000.0,30000000.0,CLP,,,https://www.fondos.gob.cl/ficha/mincap/fondart-regional/,,20,0,2026-04-12 16:02:18
FONDECOV — Fondo Desarrollo Comunitario y Vecinal Temuco,Municipalidad de Temuco,comunitario,proximo,"Proyectos sociales, culturales, deportivos, medioambientales, infraestructura, seguridad ciudadana para organizaciones comunitarias de Temuco.",500000.0,10000000.0,CLP,,,https://www.temuco.cl/tramites-servicios/fondo-de-desarrollo-comunitario-y-vecinal-fondecov/,,20,0,2026-04-12 16:28:27
Subvención Municipal Directa Temuco,Municipalidad de Temuco,comunitario,abierto,"Subsidio directo a organizaciones para proyectos sociales, culturales, educativos o deportivos en la comuna de Temuco.",500000.0,5000000.0,CLP,,,https://www.temuco.cl/tramites-servicios/solicitud-subvencion-municipal-directa/,,20,0,2026-04-12 16:28:27
INJUV — Compromiso Joven,INJUV,comunitario,abierto,Financiamiento de proyectos sociales liderados por jóvenes (15-29 años) en 70 comunas. Incluye capacitación + ejecución de proyectos comunitarios.,500000.0,5000000.0,CLP,,,https://www.google.com/search?q=%22INJUV%20%E2%80%94%20Fondo%20Acci%C3%B3n%20Joven%20OMJ%22%20INJUV%20postulaci%C3%B3n%202026,,20,0,2026-04-12 16:28:27
OEI — Fondo Transformación Digital Educación y Cultura,Organización de Estados Iberoamericanos,mixto,proximo,"Financia proyectos de digitalización en educación, cultura, ciencia y derechos humanos en países iberoamericanos. Ronda anterior: 18 proyectos de 15 países, $3M USD total.",50000.0,300000.0,USD,,,https://oei.int/,,20,1,2026-04-12 16:28:27
Ashoka Fellowship — Innovación Social,Ashoka,comunitario,abierto,"Fellowship para emprendedores sociales con ideas innovadoras de impacto sistémico. No es un grant fijo: apoya con red global, credibilidad y recursos. Aplicación por nominación o auto-nominación continua.",,,USD,,,https://www.ashoka.org/en-us/program/ashoka-fellowship,,20,1,2026-04-12 16:28:27
Prince Claus Fund — Seed Award,Prince Claus Fund (Países Bajos),cultural,proximo,"EUR 5,000 para artistas y practicantes culturales emergentes de Africa, Asia, América Latina, Caribe, Medio Oriente y Europa del Este. Temas: Clima, Equidad, Libertad. 100 premiados anuales.",5000.0,5000.0,EUR,,,https://princeclausfund.nl/,,20,1,2026-04-12 16:28:27
CNTV — Fondo de Fomento Audiovisual,Consejo Nacional de Televisión,cultural,proximo,"Fondo para producción de programas televisivos de alto valor cultural: series históricas, ficción, no ficción, programas regionales, infantiles. Convocatoria anual, presupuesto 2025: $5.046M. Activo y verificado 2025.",5000000.0,200000000.0,CLP,,,https://cntv.cl/concurso-fondo-cntv/,,20,0,2026-04-12 20:36:11
Fondo de Protección Ambiental (FPA) — MMA,Ministerio del Medio Ambiente,comunitario,proximo,"Múltiples líneas: Proyectos Sustentables, Eco-Desafíos, Santuarios de la Naturaleza, Humedales, Establecimientos Educacionales, Pueblos Indígenas, Reciclaje. Hasta $21M. Activo 2025.",1000000.0,21000000.0,CLP,,,https://fondos.mma.gob.cl/fpa/,,20,0,2026-04-12 20:36:11
FONDEPORTE — Fondo Nacional de Fomento del Deporte,Instituto Nacional de Deportes,comunitario,proximo,"Financia proyectos deportivos comunitarios, clubes, actividad física. Presupuesto 2025: $3.599M. Convocatoria octubre-noviembre. Activo 2025.",500000.0,10000000.0,CLP,,,https://ind.cl/fondeporte/,,20,0,2026-04-12 20:36:11
Fondo de Medios de Comunicación Social — SEGEGOB,Ministerio Secretaría General de Gobierno / DOS,comunitario,proximo,"Financia medios de comunicación social regionales, provinciales y comunales. Prensa escrita, radio, TV regional. Presupuesto 2025: $2.443M. Activo, cerró abril 2025.",500000.0,20000000.0,CLP,,,https://fondodemedios.gob.cl/,,20,0,2026-04-12 20:36:11
Fondo para la Equidad de Género (FEG) — SERNAMEG,SERNAMEG / Ministerio de la Mujer,comunitario,proximo,"Financia proyectos que promuevan la equidad de género, prevención de violencia, autonomía económica de mujeres, liderazgo femenino. Activo 2025.",1500000.0,3000000.0,CLP,,,https://www.sernameg.gob.cl/,,20,0,2026-04-12 20:36:11
BHP Foundation — Efecto Colectivo (Chile),BHP Foundation,mixto,proximo,"Fondo de BHP para educación innovadora y comunidades. Línea educación: hasta USD 300,000. Línea norte (Fondo Norte Antofagasta): hasta CLP 180M para organizaciones de Antofagasta. Activo 2025.",5000000.0,180000000.0,CLP,,,https://www.bhp-foundation.org/en/programs-projects/chile-program/,,20,0,2026-04-12 20:36:11
Circular 33 DIPRES — Conservación y Reposición (vía GORE/Min. Minería),DIPRES (Oficio Circular N°33-2009),mixto,desconocido,"MECANISMO normativo (no fondo concursable). Regula asignación de recursos a GORE para: (1) emergencias, (2) activos no financieros, (3) estudios propios del giro institucional, (4) conservación de infraestructura. SERNAGEOMIN NO postula directamente a DIPRES — debe gestionar a través del Ministerio de Minería o del GORE Araucanía con proyecto inscrito en BIP. Útil para conservación de edificio (techo) y reposición de equipamiento, pero requiere gestión política previa.",5000000.0,500000000.0,CLP,,,http://www.dipres.gob.cl/598/w3-article-47841.html,La Araucanía,20,0,2026-04-22 04:45:45
[COLABORACIÓN] Banco Mundial — Gestión Riesgos Desastres Chile,World Bank Group,mixto,proximo,[COLABORACIÓN GOBIERNO-A-GOBIERNO] Bonos catastróficos USD 630M + línea de crédito contingente USD 150M. SERNAGEOMIN puede ser ejecutor técnico si el Ministerio de Hacienda activa el componente de monitoreo pre-evento. NO se postula — se activa vía Estado de Chile. VÍA DE ACCESO: representación sectorial Ministerio Minería ante Ministerio Hacienda.,500000.0,50000000.0,USD,,,https://www.bancomundial.org/es/country/chile/overview,Nacional,20,1,2026-04-22 04:53:17
FNDR Inversión Regional (2%) — Arica y Parinacota,GORE Arica y Parinacota,mixto,abierto,"FNDR 2% de inversión pública Región XV. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Arica y Parinacota. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Arica+y+Parinacota+concurso+2026+postulaci%C3%B3n+site%3Agorearica.cl,Arica y Parinacota,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Arica y Parinacota,GORE Arica y Parinacota,comunitario,abierto,"FNDR 6% Región XV. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Arica+y+Parinacota+concurso+2026+postulaci%C3%B3n+site%3Agorearica.cl,Arica y Parinacota,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Tarapacá,GORE Tarapacá,mixto,abierto,"FNDR 2% de inversión pública Región I. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Tarapacá. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Tarapac%C3%A1+concurso+2026+postulaci%C3%B3n+site%3Agoretarapaca.gov.cl,Tarapacá,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Tarapacá,GORE Tarapacá,comunitario,abierto,"FNDR 6% Región I. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Tarapac%C3%A1+concurso+2026+postulaci%C3%B3n+site%3Agoretarapaca.gov.cl,Tarapacá,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Antofagasta,GORE Antofagasta,mixto,abierto,"FNDR 2% de inversión pública Región II. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Antofagasta. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Antofagasta+concurso+2026+postulaci%C3%B3n+site%3Agoreantofagasta.cl,Antofagasta,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Antofagasta,GORE Antofagasta,comunitario,abierto,"FNDR 6% Región II. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Antofagasta+concurso+2026+postulaci%C3%B3n+site%3Agoreantofagasta.cl,Antofagasta,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Atacama,GORE Atacama,mixto,abierto,"FNDR 2% de inversión pública Región III. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Atacama. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Atacama+concurso+2026+postulaci%C3%B3n+site%3Agoreatacama.cl,Atacama,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Atacama,GORE Atacama,comunitario,abierto,"FNDR 6% Región III. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Atacama+concurso+2026+postulaci%C3%B3n+site%3Agoreatacama.cl,Atacama,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Biobío,GORE Biobío,mixto,abierto,"FNDR 2% de inversión pública Región VIII. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Biobío. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Biob%C3%ADo+concurso+2026+postulaci%C3%B3n+site%3Agorebiobio.cl,Biobío,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Biobío,GORE Biobío,comunitario,abierto,"FNDR 6% Región VIII. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Biob%C3%ADo+concurso+2026+postulaci%C3%B3n+site%3Agorebiobio.cl,Biobío,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Los Ríos,GORE Los Ríos,mixto,abierto,"FNDR 2% de inversión pública Región XIV. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Los Ríos. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Los+R%C3%ADos+concurso+2026+postulaci%C3%B3n+site%3Agorelosrios.cl,Los Ríos,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Los Ríos,GORE Los Ríos,comunitario,abierto,"FNDR 6% Región XIV. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Los+R%C3%ADos+concurso+2026+postulaci%C3%B3n+site%3Agorelosrios.cl,Los Ríos,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Los Lagos,GORE Los Lagos,mixto,abierto,"FNDR 2% de inversión pública Región X. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Los Lagos. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Los+Lagos+concurso+2026+postulaci%C3%B3n+site%3Agoreloslagos.cl,Los Lagos,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Los Lagos,GORE Los Lagos,comunitario,abierto,"FNDR 6% Región X. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Los+Lagos+concurso+2026+postulaci%C3%B3n+site%3Agoreloslagos.cl,Los Lagos,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Aysén,GORE Aysén,mixto,abierto,"FNDR 2% de inversión pública Región XI. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Aysén. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Ays%C3%A9n+concurso+2026+postulaci%C3%B3n+site%3Agoreaysen.cl,Aysén,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Aysén,GORE Aysén,comunitario,abierto,"FNDR 6% Región XI. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Ays%C3%A9n+concurso+2026+postulaci%C3%B3n+site%3Agoreaysen.cl,Aysén,20,0,2026-04-22 04:53:18
FNDR Inversión Regional (2%) — Magallanes,GORE Magallanes,mixto,abierto,"FNDR 2% de inversión pública Región XII. Postulantes elegibles: Servicios Públicos, Municipalidades, Universidades Estatales. SERNAGEOMIN/OVDAS puede postular como servicio público nacional para equipamiento de estaciones de monitoreo volcánico en Magallanes. Requiere proyecto inscrito en BIP + recomendación técnica MIDEPLAN + aprobación CORE.",20000000.0,2000000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Magallanes+concurso+2026+postulaci%C3%B3n+site%3Agoremagallanes.cl,Magallanes,20,0,2026-04-22 04:53:18
FNDR 6% Seguridad/Medioambiente — Magallanes,GORE Magallanes,comunitario,abierto,"FNDR 6% Región XII. Líneas: deporte, cultura, SEGURIDAD CIUDADANA, medioambiente. SERNAGEOMIN/OVDAS puede acceder bajo línea 'seguridad' si el monitoreo volcánico se clasifica como alerta temprana a población. Hasta $25M para municipios; hasta $5M para privados/organismos públicos.",2000000.0,25000000.0,CLP,,,https://www.google.com/search?q=FNDR+8%25+Magallanes+concurso+2026+postulaci%C3%B3n+site%3Agoremagallanes.cl,Magallanes,20,0,2026-04-22 04:53:18
ABIERTO Nacional Gobierno Regional de Antofagasta CONCURSO DE VINCULACIÓN CON LA COMUNIDAD 8% PARA GRANDES EVENTOS GOBIERNO REGIONAL DE ANTOFAGASTA AÑO 2026 - SEGUNDO LLAMADO Beneficiarios/as: Persona,ABIERTONacional,mixto,abierto,,,,CLP,21-04-2026,12-05-2026,https://www.fondos.gob.cl,,20,0,2026-05-06 04:17:50
"Deporte, salud y vida sana","Deporte, salud y vida sana5 fondosVer fondos",mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/deporte%2c%20salud%20y%20vida%20sana/,,20,0,2026-05-06 04:17:50
Participación Ciudadana,Participación Ciudadana19 fondosVer fondos,mixto,desconocido,,,,CLP,,,https://www.fondos.gob.cl/searchernew/participaci%c3%b3n%20ciudadana/,,20,0,2026-05-06 04:17:50
FOSIS — Programas de Acción Social,FOSIS,comunitario,proximo,"Fondo de Solidaridad e Inversión Social. Convoca a OTECs, fundaciones y consultoras para ejecutar programas.",5000000.0,100000000.0,CLP,,,https://www.fosis.gob.cl/es/postulaciones/,,20,0,2026-05-11 18:03:41
Fondo Concursable JUNJI — Capacitación Educadoras,JUNJI,comunitario,proximo,Convocatorias periódicas para capacitación de educadoras de jardines infantiles JUNJI. CORE HAK por giro.,3000000.0,50000000.0,CLP,,,https://www.google.com/search?q=%22Fondo%20Concursable%20JUNJI%20%E2%80%94%20Capacitaci%C3%B3n%20Educadoras%22%20JUNJI%20postulaci%C3%B3n%202026,,20,0,2026-05-11 18:03:41
FPA — Línea Establecimientos Educacionales,Ministerio del Medio Ambiente,comunitario,proximo,Fondo Protección Ambiental — proyectos sustentables en escuelas. Educación ambiental escolar.,6000000.0,6000000.0,CLP,,,https://fondos.mma.gob.cl/fpa-2026-proyectos-sustentables-en-establecimientos-educacionales/,,20,0,2026-05-11 18:03:41
Fondo Educación Previsional (FEP),Subsecretaría Previsión Social,comunitario,proximo,Fundaciones para hacer educación previsional a jóvenes/adultos. HAK podría línea EPJA.,3000000.0,30000000.0,CLP,,,https://previsionsocial.gob.cl/educacion-previsional/fondo-para-la-educacion-previsional/,,20,0,2026-05-11 18:03:41
SernamEG — Fondo Equidad de Género,Ministerio de la Mujer,comunitario,proximo,3 ejes: fortalecimiento interno / despliegue externo / desarrollo colaborativo. Educación con enfoque género.,1500000.0,3000000.0,CLP,,,https://www.sernameg.gob.cl/convocatoria-2025-fondo-para-la-equidad-de-genero/,,20,0,2026-05-11 18:03:41
Fondo Promoción Entornos Saludables — Elige Vivir Sano,MDS,comunitario,proximo,"Hábitos saludables, convivencia, deporte escolar. Aplica a fundaciones con 2+ años.",5000000.0,20000000.0,CLP,,,https://www.ventanillaunicasocial.gob.cl/ficha/330/fondo-concursable-promocion-entornos-saludables,,20,0,2026-05-11 18:03:41
Tinker Foundation — Institutional Grants,Tinker Foundation (USA),comunitario,proximo,"Educación primaria temprana 5-10 años, alfabetización y numeración. Chile incluido. CORE HAK.",30000000.0,100000000.0,CLP,,,https://tinker.org/institutional-grants-apply-page/,,20,1,2026-05-11 18:03:41
GlobalGiving — Plataforma internacional donaciones,GlobalGiving (USA),comunitario,abierto,Plataforma global; acceso a donantes corporativos US y crowdfunding. Requiere proceso de validación.,0.0,0.0,USD,,,https://www.globalgiving.org/aboutus/eligibility-requirements/,,20,1,2026-05-11 18:03:41
Fundación Mar Adentro — FMA Fund,Fundación Mar Adentro (Chile),ciencia,abierto,"Fondo para conservación de biodiversidad y monitoreo ecosistémico. Apoya investigación de campo, documentación de conocimiento indígena asociado a conservación. Implementación diciembre 2025 - agosto 2026.",1000000.0,6000000.0,CLP,,,https://fundacionmaradentro.cl/programas/,,12,0,2026-04-12 16:28:27
FRPD — Fondo Regional para la Productividad y Desarrollo,GORE La Araucanía,ciencia,proximo,"Dos líneas: Actividades Productivas (hasta $1.500M, 36 meses) e I+D Científico-Tecnológico (hasta $250M, 24 meses). Para instituciones privadas y organizaciones.",10000000.0,1500000000.0,CLP,,,https://gorearaucania.cl/fondo-regional-productividad-desarrollo,La Araucanía,10,0,2026-04-12 16:28:27
